Date,Open,High,Low,Last,Close,Quantity,Turnover
9/7/2016,2499.7,2499.7,2423,2452.1,2440.55,1927020,47477.59
9/6/2016,2519.9,2520.15,2480,2484.7,2484.05,1119533,27899.23
9/2/2016,2512,2519.4,2496.05,2511,2514.8,871165,21866.19
9/1/2016,2524.9,2534.95,2487.05,2507.25,2507.5,672868,16871.05
8/31/2016,2550,2550,2500.85,2514.7,2511.3,1615834,40723.74
8/30/2016,2510,2549.8,2501.25,2544.9,2544.15,722013,18241.67
8/29/2016,2534.95,2534.95,2466.75,2508,2500.55,744364,18530.92
8/26/2016,2559.8,2572.55,2517.2,2527.25,2524.95,625157,15859.06
8/25/2016,2580,2589.7,2526,2550.35,2551.05,969845,24730.29
8/24/2016,2589.8,2602,2569.05,2570.65,2572.05,558439,14405.93
8/23/2016,2544.95,2604.95,2540.2,2600.4,2601.05,751687,19494.29
8/22/2016,2588,2594.45,2536.3,2553.5,2548.7,1132637,29019.78
8/19/2016,2640,2646.45,2600,2602.6,2603.5,1208122,31540.28
8/18/2016,2635,2657.55,2630.1,2631,2638.55,646032,17111.07
8/17/2016,2699,2699,2618,2628,2624.55,924283,24415.37
8/16/2016,2738,2740,2673.85,2700,2691.7,1591877,43127.76
8/12/2016,2705,2744.8,2702.05,2740,2738.45,1163679,31801.76
8/11/2016,2665.55,2715,2665.55,2706.85,2709.9,1116569,30175.07
8/10/2016,2651,2682,2648,2676,2675.4,1031039,27548.08
8/9/2016,2658,2659.8,2578.85,2654.45,2650.2,1130957,29923.03
8/8/2016,2640,2668,2629.05,2655,2649.5,1029122,27290.6
8/5/2016,2673.9,2684.3,2632,2643.45,2649.1,934242,24825.22
8/4/2016,2670,2682.95,2636.25,2658,2652,707708,18797.62
8/3/2016,2686,2699,2649.05,2649.05,2656.3,1147351,30593.57
8/2/2016,2702.9,2715.7,2689.8,2703.8,2699.2,1289081,34839.35
8/1/2016,2632,2725,2632,2702.6,2708.25,1980852,53417.17
7/29/2016,2614,2634.9,2599,2624.9,2619.3,1244042,32579.01
7/28/2016,2580.5,2629.55,2577.05,2614.2,2619.25,2316040,60257.27
7/27/2016,2555,2580.4,2545,2578,2577.55,875255,22495.14
7/26/2016,2558.95,2568,2533,2550,2552.6,1155645,29443.63
7/25/2016,2512,2563.2,2505.8,2555,2558.95,844398,21446.39
7/22/2016,2498.9,2524,2492,2514.95,2515.1,758608,19044.87
7/21/2016,2489.5,2519.5,2464.45,2506,2506.05,1263574,31489.24
7/20/2016,2450,2502.5,2448.15,2493,2494.95,1407626,35027.09
7/19/2016,2427.5,2472.8,2427.5,2466,2466.2,1181448,28973.73
7/18/2016,2447,2469,2430.6,2431.15,2433.45,1299425,31766.42
7/15/2016,2517,2527.8,2426.55,2445,2445.35,4168183,102712.19
7/14/2016,2486,2529,2471,2520,2521.9,1349994,33837.03
7/13/2016,2478,2499.25,2451.25,2485,2493.1,1051150,26127.36
7/12/2016,2471.7,2475,2435.85,2463.5,2464.95,732768,18002.5
7/11/2016,2430,2471.8,2427,2469,2464.15,771816,18949.4
7/8/2016,2435,2442.05,2403.5,2430.1,2426.6,1228178,29794.2
7/7/2016,2487.7,2491.85,2425,2428,2429.8,1658400,40665.89
7/5/2016,2494.2,2497.05,2477.15,2480.2,2485.3,779874,19387.17
7/4/2016,2516,2525.85,2482,2485.35,2494.2,941742,23618.13
7/1/2016,2562,2564.6,2494.35,2498.75,2500.85,1098648,27759.11
6/30/2016,2522,2562.9,2500.35,2548.05,2553.1,2560906,64863.14
6/29/2016,2475,2512.5,2465.3,2500,2502.9,1265632,31503.12
6/28/2016,2495.85,2502.9,2458.4,2464,2463.95,2249762,55774.25
6/27/2016,2547,2547,2482.65,2496.7,2495.85,2136283,53389.93
6/24/2016,2565.15,2593.2,2514.15,2568,2573.95,1883293,48196.31
6/23/2016,2655,2659.5,2625.3,2644.45,2645.35,698507,18460.03
6/22/2016,2650,2677.7,2631.75,2661.05,2667.65,880856,23432.05
6/21/2016,2663.5,2665,2641.4,2646,2651.2,513845,13617.28
6/20/2016,2602.6,2668,2591.8,2657,2659.3,936419,24787.79
6/17/2016,2559,2610,2559,2600,2602.6,939494,24333.37
6/16/2016,2545.55,2564.7,2516.45,2557,2558.3,572535,14541.14
6/15/2016,2530,2564.9,2522,2558.5,2556.85,635422,16144.92
6/14/2016,2558.95,2558.95,2518.25,2540,2534.85,488785,12373.44
6/13/2016,2540,2553.35,2518,2545.25,2547,514989,13071.71
6/10/2016,2566,2603.25,2553.2,2554,2555.75,698416,17960.98
6/9/2016,2622.4,2622.4,2555.2,2581.9,2577.25,781069,20160.43
6/8/2016,2617.25,2628.55,2605.5,2615,2613.1,469133,12271.42
6/7/2016,2614,2639,2613,2631.6,2631.15,601097,15800.55
6/6/2016,2620.5,2639,2603.2,2610,2612.5,661013,17309.2
6/3/2016,2651.4,2658,2620.5,2628,2629.55,777461,20461.79
6/2/2016,2600,2654.3,2600,2654,2650.15,704378,18566.99
6/1/2016,2571.2,2645,2571,2633.9,2633.55,955971,25094.71
5/31/2016,2640,2647,2562,2567.5,2569.4,1861304,48047.09
5/30/2016,2583,2641.95,2582,2636.05,2636.4,674732,17661.12
5/27/2016,2553.15,2579.85,2550.6,2577,2572.65,552338,14178.15
5/26/2016,2530,2564.9,2505.1,2560,2548.7,971624,24652.03
5/25/2016,2481,2532.95,2481,2520.95,2526.45,774339,19467.84
5/24/2016,2484,2488.25,2459.6,2468.6,2467.7,669579,16522.76
5/23/2016,2544,2545.9,2480.2,2483,2491.45,766508,19240.37
5/20/2016,2542.3,2565.8,2522.8,2529.9,2529.3,615459,15650.58
5/19/2016,2555,2560,2526.1,2555,2556.95,519396,13236.92
5/18/2016,2565.85,2565.85,2526.05,2553,2551.1,750370,19084.12
5/17/2016,2564.2,2591.25,2552,2570,2570.2,878349,22598.58
5/16/2016,2538,2564.8,2522.5,2552.75,2551.15,555763,14135.23
5/13/2016,2565,2566,2510.15,2525,2523.4,810865,20517.19
5/12/2016,2520.55,2569.9,2520.55,2566,2566.2,756541,19325.91
5/11/2016,2500,2525.6,2490,2524.8,2518.3,799358,20096.48
5/10/2016,2515,2533.95,2496,2522.9,2522.9,579267,14572.24
5/9/2016,2473.4,2518,2456.4,2514.6,2512.55,910638,22758.85
5/6/2016,2465,2484.3,2431,2479,2473.4,442799,10877.79
5/5/2016,2478,2489.95,2463.55,2469.3,2470.3,623283,15410.49
5/4/2016,2473.9,2494.05,2457,2478,2478,682446,16872.77
5/3/2016,2525,2530,2472,2473.9,2478.1,1076559,26872.84
5/2/2016,2529,2530,2500,2525.1,2526.7,558346,14049.47
4/29/2016,2517,2542,2510,2540.1,2535.5,1186089,29998.74
4/28/2016,2501.3,2540,2498.1,2527,2527.75,2496372,63060.21
4/27/2016,2480,2514.6,2475.9,2511.5,2511.1,924335,23129.81
4/26/2016,2449,2493.5,2442,2488,2489.8,1277184,31592.55
4/25/2016,2402.3,2457.05,2402.3,2453,2451.25,1133827,27683.89
4/22/2016,2419,2435.4,2404.2,2423.4,2417.05,982063,23768.31
4/21/2016,2451,2467.4,2412.2,2418.2,2424.4,1262862,30816.73
4/20/2016,2534.9,2534.9,2440,2453,2450.35,3202512,79169.58
4/18/2016,2453,2553.5,2440,2522.4,2519.75,3560752,88867.6
4/13/2016,2530,2545,2512.5,2528,2526.2,800734,20217.37
4/12/2016,2498,2525,2488.1,2520.05,2518.15,651814,16313.15
4/11/2016,2433,2517,2413,2506.05,2506.65,1200324,29488.46
4/8/2016,2466,2473.7,2427,2432,2432.05,699750,17063.55
4/7/2016,2480,2484.7,2457,2466.25,2470.8,1195471,29536.4
4/6/2016,2470,2489,2459.35,2481,2481.9,881575,21842.55
4/5/2016,2470.8,2484.9,2442.05,2460,2462.75,745897,18347
4/4/2016,2456,2488,2447,2476.4,2471.25,876176,21576.34
4/1/2016,2505,2520.85,2434.1,2458,2453.9,1520700,37530.29
3/31/2016,2478.3,2550,2472.15,2530,2520.3,2181982,54777.53
3/30/2016,2470.9,2505,2460,2490,2489.5,1068252,26601.39
3/29/2016,2478,2486.95,2455,2462.4,2469.4,919398,22732.05
3/28/2016,2491,2517.15,2461.55,2476,2473.4,1660441,41145.83
3/23/2016,2487.9,2487.9,2457.3,2479.6,2473.8,1139217,28173.12
3/22/2016,2442,2485,2436.5,2470.65,2473.1,975992,23972.4
3/21/2016,2426,2454.95,2420,2449.05,2446.25,1168491,28449.19
3/18/2016,2360,2430,2360,2421.4,2425.85,1602035,38586.69
3/17/2016,2334,2361.8,2332,2349,2352.05,1110544,26073.91
3/16/2016,2315,2332,2306.9,2323.55,2327.05,959123,22253.15
3/15/2016,2349.05,2363.5,2320.1,2330.25,2329.9,811678,18938.65
3/14/2016,2362,2398,2340,2346.1,2355,818371,19324.84
3/11/2016,2340,2390.85,2335,2360,2365.25,765264,18131.61
3/10/2016,2356.05,2359.85,2314.95,2347,2348.3,830833,19352.29
3/9/2016,2341,2369.4,2295.15,2360,2357.25,1008892,23473.66
3/8/2016,2342.1,2367,2304.2,2351,2354.3,634076,14855.47
3/4/2016,2380,2380,2349.55,2369.85,2357.55,756483,17872.09
3/3/2016,2336,2391,2301,2369.4,2373.15,1324142,31201.1
3/2/2016,2305,2330,2256.25,2320.1,2318.85,763743,17480.82
3/1/2016,2193,2285.1,2162,2281,2276.65,999880,22575.17
2/29/2016,2237,2237,2115,2172,2176.8,1095859,23943.99
2/26/2016,2229.7,2256.9,2199.6,2219.9,2210.5,768768,17051.54
2/25/2016,2219.8,2228,2185.65,2224.2,2212.85,915278,20180.49
2/24/2016,2262.45,2262.45,2201.2,2216,2210.95,829664,18504.52
2/23/2016,2310.25,2319.9,2256.75,2258.1,2264,653426,14880.24
2/22/2016,2320.25,2343,2305,2325,2315.9,662442,15435.33
2/19/2016,2307.35,2327,2305.45,2314.9,2319.65,439506,10185.34
2/18/2016,2285,2319.75,2278,2312.1,2315.85,764570,17593.39
2/17/2016,2265,2279.65,2246.4,2279.65,2275.55,792589,17954.55
2/16/2016,2266,2282,2243,2262.5,2265.55,794351,17954.56
2/15/2016,2250,2306.85,2240,2262,2269.15,1239856,28244.8
2/12/2016,2200,2243.4,2164,2226.3,2226.6,1086284,24055.41
2/11/2016,2280,2289,2171.65,2179.35,2197.95,981204,21893.32
2/10/2016,2275,2289.9,2258.1,2283,2268.8,945366,21473.78
2/9/2016,2333.6,2333.6,2255.6,2280.7,2281.4,1244805,28339.78
2/8/2016,2400,2412.05,2347,2354.3,2362.95,531829,12684.17
2/5/2016,2408.1,2439.95,2408.1,2424,2421.95,701498,17018.26
2/4/2016,2421.9,2440,2402,2423,2420.05,625023,15125.52
2/3/2016,2387.5,2429.9,2360.3,2424.8,2416.3,654346,15719.96
2/2/2016,2409,2433,2379.7,2382,2398.1,737794,17821.75
2/1/2016,2391.1,2412.95,2359,2395.35,2402.7,747637,17965.24
1/29/2016,2358.7,2400,2335.05,2386.1,2391.3,1117872,26520.58
1/28/2016,2315.5,2348.9,2308.05,2345,2331.2,1553330,36257.95
1/27/2016,2302,2329.95,2281.9,2317,2319.75,813493,18846.49
1/25/2016,2301.9,2339,2291.5,2301.7,2304.65,698780,16195.18
1/22/2016,2273,2302.05,2260,2290,2295.75,671589,15381.22
1/21/2016,2285,2289.9,2245.75,2258,2254.5,1337768,30217.16
1/20/2016,2273.8,2285,2243,2280,2280.1,807977,18327.52
1/19/2016,2277,2300,2268.3,2288,2279.3,483955,11020.9
1/18/2016,2262,2291.9,2260,2280,2277.65,1106961,25255.15
1/15/2016,2288.85,2291.7,2255,2265.25,2261.1,1634704,37070.78
1/14/2016,2273,2298.9,2250,2280.05,2278.8,1371026,31262.31
1/13/2016,2317,2327,2255.1,2280,2279.2,2373046,54199.74
1/12/2016,2362.7,2365,2301.6,2317,2327.05,1741297,40496.99
1/11/2016,2382.5,2384,2348.85,2362.8,2362.35,1465114,34600.59
1/8/2016,2385,2407.35,2372.5,2400.8,2397.6,953772,22853.14
1/7/2016,2370,2382.9,2360,2379,2371.25,1599790,37878.37
1/6/2016,2350.2,2386.15,2350.2,2382,2381.6,1326614,31496.27
1/5/2016,2385,2386.6,2341,2349.85,2348.95,1339010,31514.09
1/4/2016,2410.15,2414,2366.05,2373,2369.6,935092,22271.61
1/1/2016,2439,2439,2412.25,2414.1,2416.4,356131,8631.65
12/31/2015,2415.75,2448.5,2407.5,2430,2436.85,620159,15063.03
12/30/2015,2453.05,2459,2412.3,2421.7,2418.3,802881,19606.82
12/29/2015,2458.35,2465.3,2445.75,2449.35,2455.8,854262,20948.75
12/28/2015,2428,2466.4,2420.2,2456.95,2462.7,1852099,45468.96
12/24/2015,2421,2438.2,2404,2435,2434.25,421580,10219.24
12/23/2015,2415,2435,2410.55,2418.8,2425.8,424917,10304.49
12/22/2015,2440,2440,2400,2407,2405.05,780429,18834.3
12/21/2015,2419.95,2450,2406.85,2443,2446.4,805052,19549.89
12/18/2015,2420,2434.2,2400.65,2409.8,2416.8,1512485,36541.98
12/17/2015,2415,2445,2393.35,2434.1,2439.75,809422,19576.47
12/16/2015,2384,2414.5,2384,2407.5,2408.4,717967,17246.09
12/15/2015,2378.45,2385,2363.05,2379.5,2375.85,567934,13488.59
12/14/2015,2335.2,2387,2330.6,2375,2378.45,1359266,32144.43
12/11/2015,2383,2391.95,2363.25,2383.15,2386,826189,19697.46
12/10/2015,2369,2391.2,2352,2380.95,2384.55,861994,20470.84
12/9/2015,2337.9,2372.8,2320,2370,2367.65,2641403,62369.54
12/8/2015,2319.4,2349,2317.3,2326.25,2329,569982,13297.39
12/7/2015,2332.2,2343.9,2315.25,2321,2319.8,691302,16053.9
12/4/2015,2340,2347.3,2321.1,2330,2328.4,623046,14517.47
12/3/2015,2360,2373,2347,2350,2350.75,1141679,26904.68
12/2/2015,2378,2378.1,2346.5,2367,2365.2,820148,19378.96
12/1/2015,2362.9,2378.05,2357.05,2359.75,2361.9,860997,20352.67
11/30/2015,2365,2391.25,2350.15,2373.55,2364.7,2050024,48487.45
11/27/2015,2348,2359.45,2332.5,2354.95,2353.35,868603,20400.86
11/26/2015,2377.9,2382.4,2337.85,2346,2345.55,1457646,34335.09
11/24/2015,2380.05,2392.45,2365.5,2366,2367.95,499320,11876.95
11/23/2015,2405.3,2413.4,2382.25,2389.3,2391.05,544041,13044.05
11/20/2015,2366.5,2423.55,2361.95,2394.5,2398.35,1006063,24177.9
11/19/2015,2365.35,2381.6,2352,2367,2362.55,933453,22086.81
11/18/2015,2388.9,2388.9,2346,2349.65,2351.45,760176,17927.17
11/17/2015,2380.5,2398.45,2375,2390,2390.55,992514,23679.89
11/16/2015,2390,2390,2356,2376,2374.6,1021764,24232.38
11/13/2015,2438.05,2438.05,2386.55,2396,2397.4,1371616,32991.55
11/11/2015,2475,2475,2450,2472,2468.8,67582,1667.55
11/10/2015,2472.95,2477,2450,2455,2458.15,680960,16774.08
11/9/2015,2495,2502.75,2468.6,2474,2471.35,1010778,25045.9
11/6/2015,2492,2518.25,2483.45,2505.2,2505.75,454012,11384.53
11/5/2015,2530.8,2534.95,2480,2485,2482.65,798049,19926.77
11/4/2015,2545,2547.2,2520,2526.75,2533.8,495717,12552.9
11/3/2015,2528,2547.8,2518.5,2538.85,2543.45,682453,17313.03
11/2/2015,2500,2522.8,2487.55,2518,2517.35,659647,16543.69
10/30/2015,2500,2511.9,2485,2500,2495.2,758348,18927.87
10/29/2015,2533.55,2535.4,2490.05,2496,2495.35,1565158,39129.86
10/28/2015,2510.05,2533.55,2510.05,2528,2529.1,627671,15843.12
10/27/2015,2530.05,2544.9,2520.35,2528.9,2531.1,765210,19370.67
10/26/2015,2549,2549,2515.1,2540,2536.55,707315,17896.22
10/23/2015,2548,2548,2527.3,2536.95,2537.15,1167699,29597.13
10/21/2015,2535,2542,2522.25,2526,2530,964844,24434.49
10/20/2015,2496.25,2530,2495.6,2523.2,2526.75,1347542,33970.9
10/19/2015,2490,2494.95,2455.85,2493.95,2488.75,1565321,38724.5
10/16/2015,2480.9,2492,2470,2472,2473.75,1166914,28914.52
10/15/2015,2490,2503.5,2465,2468.8,2467.75,1607855,39845.12
10/14/2015,2548,2548,2480,2480.9,2483.7,4168564,104322.2
10/13/2015,2602.8,2612,2567.6,2586.85,2598.55,3089856,80015.36
10/12/2015,2655,2660.35,2587,2597.7,2592.6,1227956,32076.25
10/9/2015,2650.5,2650.6,2608,2630,2629.65,1124862,29570.73
10/8/2015,2670,2678.35,2620,2631.9,2633.8,1178775,31150.49
10/7/2015,2693.95,2717,2646.95,2655,2653.95,1032765,27657.31
10/6/2015,2725,2726,2684,2686.2,2700,1989795,53821.89
10/5/2015,2652.7,2770,2652.7,2719.9,2711.65,2403653,65172.48
10/1/2015,2599,2649.95,2592.2,2641.1,2644.6,1417204,37279.14
9/30/2015,2643.7,2643.7,2570.95,2585,2588.05,1684168,43552.27
9/29/2015,2583.35,2634,2569.85,2592,2588.25,1662976,43299.46
9/28/2015,2594,2619,2579.5,2600,2593.7,1183406,30808.21
9/24/2015,2535.5,2590,2529.9,2579,2580.4,1177127,30155.63
9/23/2015,2534.3,2557.75,2512.6,2534.6,2532.65,614176,15559.32
9/22/2015,2557.5,2572.4,2490,2522.55,2526.8,1040623,26485.36
9/21/2015,2550,2557.1,2533.2,2555.65,2551.05,554420,14114.3
9/18/2015,2565,2586,2539,2545,2551.25,1227647,31491.41
9/16/2015,2555,2565,2541.05,2548,2550.35,878408,22432.76
9/15/2015,2551.65,2558.9,2536,2537.25,2547.6,689950,17585.84
9/14/2015,2565,2565,2543,2548,2551.65,794659,20287.5
9/11/2015,2546.5,2568.4,2540.6,2549.8,2552,796336,20335.17
9/10/2015,2542,2578.5,2527,2550,2545.4,1332909,34040.2
9/9/2015,2562.95,2574,2544,2551,2549.75,1022538,26156.92
9/8/2015,2545,2564.1,2523.5,2540.3,2540.3,893873,22709
9/7/2015,2553,2559.95,2532.7,2539.6,2539.75,879592,22398.83
9/4/2015,2611.4,2614.9,2539.15,2544,2547.45,1213198,31166.52
9/3/2015,2596.1,2615,2576.25,2606,2605.6,1132537,29386.6
9/2/2015,2559.7,2620.45,2548,2600,2591.8,1882975,48865.23
9/1/2015,2556,2611.2,2530,2533.2,2537.4,1493801,38457.9
8/31/2015,2590,2590,2531.05,2575,2564.05,1846022,47369.45
8/28/2015,2609,2609,2557.7,2563.1,2570.85,1372076,35425.85
8/27/2015,2614.9,2614.9,2545.8,2567,2574.65,2632399,67729.16
8/26/2015,2558.05,2639,2511.95,2579.8,2576.75,1608079,41680.33
8/25/2015,2587.9,2622,2535.5,2564.8,2567.15,1962900,50537.51
8/24/2015,2639,2645,2569.1,2586,2578.65,2346172,60999.28
8/21/2015,2712,2729.9,2655.1,2671,2676.15,1768040,47459.43
8/20/2015,2745,2745,2672,2686.5,2686.85,1174649,31747.72
8/19/2015,2750,2752.85,2721.9,2727,2733.6,845035,23146
8/18/2015,2706.9,2749.9,2690,2745.95,2740.9,958463,26229.85
8/17/2015,2690.1,2696.8,2655,2685.9,2684.75,386822,10342.08
8/14/2015,2638,2719.35,2637.1,2692.05,2703.2,1146982,30840.16
8/13/2015,2670,2684,2556,2638.35,2635.6,703213,18650.57
8/12/2015,2603.1,2691.4,2602,2670,2671.7,1739892,46254.6
8/11/2015,2578,2610,2542.1,2600.8,2604.2,1100153,28555.27
8/10/2015,2572,2589,2556.6,2575,2572.1,715591,18437.02
8/7/2015,2573,2573,2547,2559,2552.05,594253,15204.58
8/6/2015,2565,2583,2550.1,2569.3,2573.3,1105683,28374.61
8/5/2015,2520,2550,2511,2544.55,2547.15,494497,12556.52
8/4/2015,2510.4,2523,2486,2510,2508.9,1171346,29287.37
8/3/2015,2503.4,2525,2500.9,2508,2509.6,589662,14824.92
7/31/2015,2489.9,2519,2487,2511.45,2510.75,981888,24569.07
7/30/2015,2516.05,2516.8,2472.8,2472.8,2480.65,1385287,34497.83
7/29/2015,2511,2515.05,2483.5,2515,2506.75,1206659,30186.72
7/28/2015,2499.5,2519,2492.15,2509.7,2502.05,945594,23729.48
7/27/2015,2488,2505,2481.15,2501.15,2497.05,1001869,25015.78
7/24/2015,2497.5,2516.5,2492.1,2507.1,2505.15,787486,19735.08
7/23/2015,2517.5,2537.85,2483,2492.05,2488.6,748390,18749.16
7/22/2015,2561,2569,2521.05,2530.9,2528.05,660314,16721.8
7/21/2015,2576,2600.35,2555.1,2561.7,2561.4,637250,16408.75
7/20/2015,2564,2583.9,2551.9,2579.95,2579.15,426893,10977.74
7/17/2015,2546.8,2570.1,2543.3,2563.25,2564.4,535263,13692.12
7/16/2015,2543.7,2558.85,2526.6,2534.9,2540.2,728304,18524.69
7/15/2015,2501,2549.95,2500,2548,2545.75,1001830,25391.69
7/14/2015,2511,2515,2490,2498.85,2499.5,851637,21287.67
7/13/2015,2475.4,2518.6,2475.4,2506.1,2509.55,1140154,28529.46
7/10/2015,2559,2559,2455,2467,2474.35,4131827,102859.9
7/9/2015,2595,2598.25,2506.65,2529.35,2522.5,1967061,49970.69
7/8/2015,2597.95,2621.7,2580.5,2591.7,2595.1,1333925,34637.45
7/7/2015,2632.75,2646.9,2603,2623.9,2616.25,821418,21585.1
7/6/2015,2580.3,2645,2580.3,2629.7,2633.3,591169,15449.99
7/3/2015,2573.05,2610,2570,2603.1,2603.9,481735,12501.9
7/2/2015,2600,2602.95,2571.05,2582,2577.75,722940,18679.4
7/1/2015,2563.9,2608,2556.75,2600,2593.1,639854,16536.44
6/30/2015,2585,2588.75,2540,2555,2550.95,774976,19816.34
6/29/2015,2572,2604,2543.4,2599,2592.9,686378,17637.68
6/26/2015,2550.2,2596.35,2550.2,2590.1,2592.8,645051,16641.12
6/25/2015,2562,2573,2544.15,2552,2550,965496,24656.82
6/24/2015,2580,2587.9,2558.85,2568.7,2570.3,585123,15056.52
6/23/2015,2600,2608,2567.2,2585.9,2574.6,449159,11597.4
6/22/2015,2547,2600,2547,2598.3,2591.5,551001,14254.95
6/19/2015,2535,2555,2527.1,2550,2549.55,999805,25462.96
6/18/2015,2515,2546.3,2508,2522,2530.05,1082523,27421.24
6/17/2015,2521,2529.15,2501.8,2512,2513.8,987860,24855.04
6/16/2015,2500,2519.3,2494.45,2508,2512,633698,15910.26
6/15/2015,2505.3,2520.45,2481,2509.5,2504.8,1262588,31603.35
6/12/2015,2571.9,2588.95,2476.8,2520,2505.8,1285728,32486.52
6/11/2015,2605.5,2613,2556.75,2564.25,2571.3,923668,23876.98
6/10/2015,2566,2610,2563.8,2600,2600.75,1381675,35738.03
6/9/2015,2585,2590,2551,2561.95,2561.65,1289457,33197.36
6/8/2015,2590,2590,2561.65,2580,2577.45,785160,20227.89
6/5/2015,2592,2609,2570,2577.5,2575.85,1154267,29820.66
6/4/2015,2617.1,2622.8,2588.5,2600.2,2605.65,2065734,53849.74
6/3/2015,2604,2625.6,2590.5,2612,2610.9,902342,23565.52
6/2/2015,2616,2630,2590.5,2605,2599.9,1967910,51274.72
6/1/2015,2609.45,2647.1,2608.35,2615.2,2617.75,441132,11568.4
5/29/2015,2617,2648.6,2597.25,2621.55,2610.3,2211766,57826.96
5/28/2015,2603.9,2623,2582.25,2615.9,2609.5,1381804,36018.1
5/27/2015,2608,2633.15,2592,2610,2615.25,810345,21196.62
5/26/2015,2605,2623.25,2588.9,2614.95,2608.85,980870,25602.41
5/25/2015,2620,2636.9,2585.7,2600.05,2601,491489,12808.34
5/22/2015,2550,2628.75,2539.25,2621.8,2617.9,1345816,34919.06
5/21/2015,2557,2580,2548.15,2551.9,2555.5,789789,20264.64
5/20/2015,2520,2569.9,2516.9,2557,2557.05,948907,24197.9
5/19/2015,2519.4,2530,2496.75,2512,2512.7,978861,24588.74
5/18/2015,2514.1,2525.25,2497.1,2515.15,2520.4,2253876,56468.91
5/15/2015,2515,2532.4,2501,2511,2511.15,730727,18357.13
5/14/2015,2520,2520,2485,2499,2499.25,654525,16330.96
5/13/2015,2547,2547,2480.45,2523.1,2515.4,931887,23394.42
5/12/2015,2560,2565,2513,2523.95,2522.9,1233693,31149.58
5/11/2015,2535,2563.05,2525,2559,2556,1286541,32807.65
5/8/2015,2560,2588,2516.3,2530,2527.25,1501832,38327.85
5/7/2015,2464.9,2553.75,2453.7,2550,2545.25,1602514,40425.58
5/6/2015,2515,2515,2455.8,2463,2463.05,1697203,41894.77
5/5/2015,2501,2536.45,2500,2519,2517.85,1627535,40996.61
5/4/2015,2491,2504.8,2457.2,2482.25,2481.55,945315,23407.37
4/30/2015,2480,2490,2427.1,2476,2463.7,1869027,45997.78
4/29/2015,2484,2495,2451.05,2481,2487.3,1009810,24965.59
4/28/2015,2510,2510,2455.1,2493,2495,1544149,38251.06
4/27/2015,2499.5,2520,2486,2500,2500.2,1366526,34182.8
4/24/2015,2455.3,2514,2447.55,2509.6,2493.05,1812579,45101.46
4/23/2015,2472,2479.8,2431.7,2455,2457.25,2171495,53436.38
4/22/2015,2431.5,2473,2407.55,2470.6,2445.1,2093406,50833.42
4/21/2015,2428.8,2452,2401,2427.05,2427.05,1273016,30944.65
4/20/2015,2480.05,2483.9,2424.85,2426,2428.8,1445361,35259.03
4/17/2015,2557.1,2560,2470,2473.9,2474.85,4834371,120643.5
4/16/2015,2626.95,2627,2571.35,2574,2582.8,1608785,41664.16
4/15/2015,2654.7,2713.9,2609.4,2618.95,2627.75,1456967,38555.13
4/13/2015,2664,2665,2628,2653.85,2655.5,654321,17340.11
4/10/2015,2648.5,2670.8,2628,2651.1,2653.75,907772,24041.35
4/9/2015,2659,2687.45,2635.15,2662.6,2664.55,1272225,33820.18
4/8/2015,2594,2656.5,2590.85,2646,2641.4,826067,21742.08
4/7/2015,2562.45,2599,2544,2588.95,2585,943461,24261.11
4/6/2015,2558,2562.9,2500.1,2548.3,2547.3,784271,19854.05
4/1/2015,2558,2563.6,2522.25,2544.05,2542.65,1037879,26349.81
3/31/2015,2569.45,2569.45,2521,2560,2553.95,1213514,30922.15
3/30/2015,2525,2569.9,2520,2554.2,2564.15,669503,17046.75
3/27/2015,2531,2571.9,2504.1,2519.9,2514.8,1375888,34902.57
3/26/2015,2553.3,2586.7,2501,2515,2513.1,1545821,39196.65
3/25/2015,2591.4,2614,2545.2,2569.85,2573.75,1112429,28648.27
3/24/2015,2630,2637,2582.1,2600,2591.3,1197439,31344.09
3/23/2015,2616,2631,2606,2616,2617.15,783304,20496.95
3/20/2015,2596,2618,2578.85,2610.85,2610.95,981954,25614.23
3/19/2015,2576,2605.85,2568.1,2602,2596.25,1224482,31793.03
3/18/2015,2590.95,2599.45,2551.7,2556,2559.35,627585,16077.85
3/17/2015,2582.5,2606.7,2557.75,2583.65,2583.7,633659,16365.27
3/16/2015,2585.2,2610,2552,2560.6,2562.3,778148,20075.32
3/13/2015,2638,2639.95,2575,2585,2582.35,793419,20587.21
3/12/2015,2623.9,2624.9,2590.1,2618.2,2619.05,913818,23821
3/11/2015,2642,2659.95,2597.8,2605.15,2606.55,1120100,29379.09
3/10/2015,2648.9,2678.25,2595.25,2638.85,2642.7,1518526,39979.41
3/9/2015,2640,2679.8,2610,2649,2646.8,1441587,38169.22
3/5/2015,2750,2770.7,2681.05,2690.1,2696.45,1086757,29490.13
3/4/2015,2788,2812.1,2715.65,2740,2746,1931497,53368.06
3/3/2015,2682,2790,2676.15,2785.1,2776,1712154,47055.77
3/2/2015,2679.7,2708.95,2652.55,2673.95,2669.4,1088019,28995.36
2/28/2015,2677,2687.1,2643,2679.55,2675.25,589498,15728.49
2/27/2015,2659.45,2675.75,2616.3,2668,2662.35,1438688,38094.21
2/26/2015,2679,2692.75,2625.35,2649.5,2656.45,995997,26446.8
2/25/2015,2710,2722,2667.85,2669.7,2672.2,883997,23816.3
